Academic_Year,Term,Course_Number,Course_Title,Primary_Instructor,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA
2011-12,20122 (Spring 2012),SPAN 102 A,ELEMENTARY SPANISH,"CHRISTIAN, JOY",24,2,11,3,3,2,1,1,,,,,,1,3.3
2011-12,20122 (Spring 2012),SPAN 102 B,ELEMENTARY SPANISH,"RODRIGUEZ PASTOR, ANA",24,1,12,1,4,2,,2,,,,,,2,3.3
2011-12,20122 (Spring 2012),SPAN 103 A,ELEMENTARY SPANISH,"SHANK, RENEE",33,4,9,6,4,6,3,,1,,,,,,3.1
2011-12,20122 (Spring 2012),SPAN 103 B,ELEMENTARY SPANISH,"LAZO, CARLOS F.",19,8,7,2,1,,,,,,,,,1,3.7
2011-12,20122 (Spring 2012),SPAN 103 C,ELEMENTARY SPANISH,"BALAGUER BARBOSA, VILMARI",25,3,17,1,1,3,,,,,,,,,3.5
2011-12,20122 (Spring 2012),SPAN 103 D,ELEMENTARY SPANISH,"FOX, JOAN",24,3,6,3,2,6,1,2,,1,,,,,3.0
2011-12,20122 (Spring 2012),SPAN 103 E,ELEMENTARY SPANISH,"FOX, JOAN",20,1,6,2,4,2,1,2,1,,,,,1,3.0
2011-12,20122 (Spring 2012),SPAN 103 F,ELEMENTARY SPANISH,"SPANNAGEL BRADLEY, SABRINA",22,1,15,2,1,1,2,,,,,,,,3.4
2011-12,20122 (Spring 2012),SPAN 103 G,ELEMENTARY SPANISH,"SPANNAGEL BRADLEY, SABRINA",22,3,15,3,1,,,,,,,,,,3.6
2011-12,20122 (Spring 2012),SPAN 103 P,ELEMENTARY SPANISH,"WIRKALA, RITA G.",18,2,9,3,2,2,,,,,,,,,3.4
2011-12,20122 (Spring 2012),SPAN 201 A,INTERMEDIATE,"KAMINSKY, NORMA G.",36,4,11,3,8,4,3,,2,,,,1,,3.0
2011-12,20122 (Spring 2012),SPAN 201 B,INTERMEDIATE,"DURAN REAL, ANGELA",24,2,5,6,4,3,,,1,1,,1,,1,3.0
2011-12,20122 (Spring 2012),SPAN 201 C,INTERMEDIATE,"PIETRZAK, VERONICA",25,7,13,3,1,,1,,,,,,,,3.6
2011-12,20122 (Spring 2012),SPAN 201 D,INTERMEDIATE,"FREEMAN, VALERIE",22,5,10,4,1,1,,,,,,,,1,3.6
2011-12,20122 (Spring 2012),SPAN 202 A,INTERMEDIATE,"REQUEJO, ALBERTO A.",18,3,3,4,1,2,2,,1,,,,2,,2.8
2011-12,20122 (Spring 2012),SPAN 202 B,INTERMEDIATE,"REQUEJO, ALBERTO A.",20,2,5,5,2,5,1,,,,,,,,3.1
2011-12,20122 (Spring 2012),SPAN 202 C,INTERMEDIATE,"MULDER, TAVID J",26,3,14,5,4,,,,,,,,,,3.5
2011-12,20122 (Spring 2012),SPAN 202 D,INTERMEDIATE,"BENSADON, LEON",21,,7,5,3,1,,2,,,,,,3,3.2
2011-12,20122 (Spring 2012),SPAN 203 A,INTERMEDIATE,"SULLIVAN, KELLY",17,,9,2,2,2,1,,1,,,,,,3.2
2011-12,20122 (Spring 2012),SPAN 203 B,INTERMEDIATE,"YANCI, ESTEFANIA",26,2,10,6,2,3,1,,1,,1,,,,3.1
2011-12,20122 (Spring 2012),SPAN 203 C,INTERMEDIATE,"YANCI, ESTEFANIA",25,1,10,5,4,2,2,,,,,,,1,3.2
2011-12,20122 (Spring 2012),SPAN 203 D,INTERMEDIATE,"MARKLEY, PHILLIP L.",20,,12,3,3,2,,,,,,,,,3.3
2011-12,20122 (Spring 2012),SPAN 210 A,ACCELRATD INTRM SPAN,"MARKLEY, PHILLIP L.",19,5,9,3,2,,,,,,,,,,3.6
2011-12,20122 (Spring 2012),SPAN 301 B,ADVANCED,"GONZALEZ, JORGE",13,,4,2,3,2,1,1,,,,,,,3.0
2011-12,20122 (Spring 2012),SPAN 301 C,ADVANCED,"MEDIAVILLA, MARILIS",15,1,7,3,2,1,,,1,,,,,,3.3
2011-12,20122 (Spring 2012),SPAN 301 D,ADVANCED,"MEDIAVILLA, MARILIS",17,1,9,1,1,3,1,,,,,,,1,3.3
2011-12,20122 (Spring 2012),SPAN 302 A,ADVANCED,"SANCHEZ, DAVID J",13,4,5,,2,2,,,,,,,,,3.5
2011-12,20122 (Spring 2012),SPAN 302 B,ADVANCED,"RANEDA, INMA",18,2,6,2,6,2,,,,,,,,,3.3
2011-12,20122 (Spring 2012),SPAN 302 C,ADVANCED,"RANEDA, INMA",18,4,12,,,2,,,,,,,,,3.6
2011-12,20122 (Spring 2012),SPAN 303 A,ADVANCED,"WITTE, ANNA B.",16,,6,3,2,2,,2,1,,,,,,3.0
2011-12,20122 (Spring 2012),SPAN 303 B,ADVANCED,"WITTE, ANNA B.",18,1,8,4,3,1,1,,,,,,,,3.3
2011-12,20122 (Spring 2012),SPAN 303 C,ADVANCED,"RANEDA, INMA",18,1,5,6,4,1,,,,,,,,1,3.3
2011-12,20122 (Spring 2012),SPAN 306 A,SPAN LIT 1681-PRES,"POZUETA, MARIA D",24,1,13,7,,1,1,1,,,,,,,3.4
2011-12,20122 (Spring 2012),SPAN 313 A,BUSINESS SPANISH,"BENSADON, LEON",19,1,9,3,4,1,,,,,,,,1,3.3
2011-12,20122 (Spring 2012),SPAN 315 A,HERITAGE STDNTS II,"GILLMAN, MARIA",17,1,10,3,2,1,,,,,,,,,3.4
2011-12,20122 (Spring 2012),SPAN 316 A,COMP FOR HERITAGE,"GILLMAN, MARIA",19,,9,3,3,1,2,,,,,,1,,3.1
2011-12,20122 (Spring 2012),SPAN 323 A,INTRO SPAN LINGUIST,"FERNANDEZ DOBAO, ANA",84,19,36,11,8,1,3,,2,2,,1,1,,3.3
2011-12,20122 (Spring 2012),SPAN 333 A,HISPANIC FILM,"MERCER, LEIGH K.",25,4,12,4,2,2,1,,,,,,,,3.4
2011-12,20122 (Spring 2012),SPAN 453 A,CERVANTES & TIMES,"GILBERT-SANTAMARIA, DONALD",26,11,13,1,1,,,,,,,,,,3.7
2011-12,20122 (Spring 2012),SPAN 473 A,LAT AM FIC 19TH CEN,"MERCER, LEIGH K.",23,5,11,3,1,1,,2,,,,,,,3.5
2011-12,20122 (Spring 2012),SPAN 492 A,AUTHOR IN LATAM LIT,"POZUETA, MARIA D",25,3,15,3,3,1,,,,,,,,,3.4
2011-12,20122 (Spring 2012),SPHSC 100 A,VOICE&ARTIC IMPROV,"BOGEN, HANNA",33,14,15,1,1,1,,,,,,,,1,3.7
2011-12,20122 (Spring 2012),SPHSC 100 B,VOICE&ARTIC IMPROV,"BOGEN, HANNA",30,15,9,2,2,1,,,,,,,1,,3.5
2011-12,20122 (Spring 2012),SPHSC 304 A,DEV ASPECTS COMMUN,"COGGINS, TRUMAN E",56,1,16,13,11,14,,,,,,,,1,3.2
2011-12,20122 (Spring 2012),SPHSC 304 B,DEV ASPECTS COMMUN,"COGGINS, TRUMAN E",25,8,10,6,,1,,,,,,,,,3.6
2011-12,20122 (Spring 2012),SPHSC 320 A,ANAT PHYSLGY SPEECH,"DEL TORO, CHRISTINA",59,14,28,6,3,4,1,,,1,,,1,1,3.4
2011-12,20122 (Spring 2012),SPHSC 320 B,ANAT PHYSLGY SPEECH,"DEL TORO, CHRISTINA",23,15,6,1,1,,,,,,,,,,3.8
2011-12,20122 (Spring 2012),SPHSC 406 A,TRETMT SP LG DISRDR,"BAYLOR, CAROLYN RAE",51,3,25,14,5,2,1,1,,,,,,,3.4
2011-12,20122 (Spring 2012),SPHSC 461 A,HEARING SCIENCE,"WERNER, LYNNE A",64,8,19,5,13,8,2,3,3,1,,,,2,3.1
2011-12,20122 (Spring 2012),SPHSC 461 B,HEARING SCIENCE,"WERNER, LYNNE A",21,10,4,4,1,1,1,,,,,,,,3.6
2011-12,20122 (Spring 2012),SPHSC 507 A,EVDNC-BASED PRACTIC,"DOWDEN, PATRICIA A.",22,10,11,1,,,,,,,,,,,3.8
2011-12,20122 (Spring 2012),SPHSC 531 A,NEURO MTR SPCH DIS,"SPENCER, KRISTIE",24,12,12,,,,,,,,,,,,3.8
2011-12,20122 (Spring 2012),SPHSC 531 B,NEURO MTR SPCH DIS,"SPENCER, KRISTIE",19,8,10,,1,,,,,,,,,,3.7
2011-12,20122 (Spring 2012),SPHSC 534 A,A & T DYSPHAGIA,"MILLER, ROBERT M",18,4,11,2,,1,,,,,,,,,3.6
2011-12,20122 (Spring 2012),SPHSC 534 B,A & T DYSPHAGIA,"MILLER, ROBERT M",24,5,16,3,,,,,,,,,,,3.6
2011-12,20122 (Spring 2012),SPHSC 536 A,SCHOOL-AGE COM DIS,"THORNE, JOHN C",19,18,1,,,,,,,,,,,,3.9
2011-12,20122 (Spring 2012),SPHSC 536 B,SCHOOL-AGE COM DIS,"THORNE, JOHN C",24,23,1,,,,,,,,,,,,3.9
2011-12,20122 (Spring 2012),SPHSC 541 B,AAC: MEDICAL,"DOWDEN, PATRICIA A.",22,15,7,,,,,,,,,,,,3.8
2011-12,20122 (Spring 2012),SPHSC 548 B,TBI SEMINAR,"SPENCER, KRISTIE",22,13,9,,,,,,,,,,,,3.8
2011-12,20122 (Spring 2012),SPHSC 586 A,COCHLEAR IMPLANTS,"BIERER, JULIE A",13,2,6,1,2,2,,,,,,,,,3.4
2011-12,20122 (Spring 2012),STAT 220 A,BASIC STATISTICS,"GROVE, RANJINI",161,13,46,29,22,24,4,11,3,,3,3,,3,3.0
2011-12,20122 (Spring 2012),STAT 221 A,STAT FOR SOC SCI,"CLARK, SAMUEL J.",100,14,35,25,7,7,1,1,1,1,2,2,1,3,3.2
2011-12,20122 (Spring 2012),STAT 311 A,ELEMNTS STAT METHOD,"MORRIS, MARTINA",178,19,43,55,24,17,4,3,6,1,,,1,5,3.2
2011-12,20122 (Spring 2012),STAT 311 B,ELEMNTS STAT METHOD,"CARDOSO, TAMRE",117,13,28,13,18,11,8,4,8,4,1,3,2,4,2.9
2011-12,20122 (Spring 2012),STAT 342 A,INTRO PROB STAT INF,"MORITA, JUNE G",47,8,8,10,9,5,3,3,,,,,1,,3.1
2011-12,20122 (Spring 2012),STAT 390 A,PROB STAT ENG SCI,"MARZBAN, CAREN",42,3,5,9,6,7,3,4,2,,1,,,2,2.8
2011-12,20122 (Spring 2012),STAT 391 A,PROB STAT FOR C SCI,"LYONS, HIL",32,7,10,5,4,1,2,1,,,,,,2,3.4
2011-12,20122 (Spring 2012),STAT 395 A,PROBABILITY II,"BURDZY, KRZYSZTOF",20,4,1,1,2,5,3,,2,,,,2,,2.6
2011-12,20122 (Spring 2012),STAT 403 A,RESAMPLING INFER,VLADIMIR MININ,14,1,13,,,,,,,,,,,,3.6
2011-12,20122 (Spring 2012),STAT 534 A,STAT COMPUTING,"DOBRA, ADRIAN",17,9,3,2,,1,,,,,,,,2,3.7
2011-12,20122 (Spring 2012),STAT 583 A,ADV THRY STAT INFER,"HOFF, PETER D",20,2,9,4,2,3,,,,,,,,,3.4
2011-12,20122 (Spring 2012),SWA 103 A,BASIC SWAHILI,"WAITA, JACQUELINE N.",22,9,3,5,3,,1,1,,,,,,,3.4
2011-12,20122 (Spring 2012),SWA 103 B,BASIC SWAHILI,"WAITA, JACQUELINE N.",17,5,5,3,2,,1,,,,,,,1,3.5
2011-12,20122 (Spring 2012),SWED 203 A,SECOND-YEAR SWEDISH,"DUBOIS, IA",13,7,4,2,,,,,,,,,,,3.8
2011-12,20122 (Spring 2012),TAGLG 103 A,BASIC TAGALOG,"DOMIGPE, JIEDSON R.",26,5,10,7,1,3,,,,,,,,,3.4
2011-12,20122 (Spring 2012),TKISH 413 A,ELEMENTARY TURKISH,"SEVINER, ZEYNEP",15,10,4,,,,,1,,,,,,,3.7
2011-12,20122 (Spring 2012),TMMBA 504 A,COMPET STRATEGY,"BARDEN, JEFFREY",36,5,9,16,6,,,,,,,,,,3.4
2011-12,20122 (Spring 2012),TMMBA 504 B,COMPET STRATEGY,"BARDEN, JEFFREY",33,1,12,10,7,3,,,,,,,,,3.3
2011-12,20122 (Spring 2012),TMMBA 510 A,LEADERSHIP DVLPMNT,"AVOLIO, BRUCE",36,25,11,,,,,,,,,,,,3.9
2011-12,20122 (Spring 2012),TMMBA 510 B,LEADERSHIP DVLPMNT,"AVOLIO, BRUCE",33,25,8,,,,,,,,,,,,3.9
2011-12,20122 (Spring 2012),TMMBA 512 A,CORP FIN STRAT,"YOUNG, LANCE A",36,7,19,10,,,,,,,,,,,3.6
2011-12,20122 (Spring 2012),TMMBA 512 B,CORP FIN STRAT,"YOUNG, LANCE A",33,6,19,8,,,,,,,,,,,3.6
2011-12,20122 (Spring 2012),TMMBA 528 A,CURR ISSUES IN MGT,"DODSON, JOE",34,2,17,11,2,2,,,,,,,,,3.4
2011-12,20122 (Spring 2012),TMMBA 528 B,CURR ISSUES IN MGT,"DODSON, JOE",29,4,14,6,4,1,,,,,,,,,3.4
2011-12,20122 (Spring 2012),TMMBA 528 C,CURR ISSUES IN MGT,"BOYER, ANDY",34,,18,16,,,,,,,,,,,3.4
2011-12,20122 (Spring 2012),TMMBA 528 D,CURR ISSUES IN MGT,"BOYER, ANDY",29,6,20,3,,,,,,,,,,,3.6
2011-12,20122 (Spring 2012),URBDP 200 A,INTRO URBANIZATION,"PURCELL, MARK H.",48,5,18,5,11,2,1,,,,2,,1,3,3.2
2011-12,20122 (Spring 2012),URBDP 300 A,INTRO TO URBAN PLAN,"CURRY, MARTY",17,,10,4,1,,,,,,,,1,1,3.3
2011-12,20122 (Spring 2012),URBDP 470 A,INTRO URBAN DESIGN,"ABRAMSON, DANIEL B",18,3,10,2,1,,,,,,,,,2,3.6
2011-12,20122 (Spring 2012),URBDP 507 A,GEN URB PLAN LAB,"BORN, BRANDEN M",31,5,25,,1,,,,,,,,,,3.7
2011-12,20122 (Spring 2012),URBDP 565 A,AMERICAN URBAN HIST,"CHALANA, MANISH",16,1,11,2,1,1,,,,,,,,,3.5
2011-12,20122 (Spring 2012),URBDP 580 A,LEGAL & ADMIN FRAME,"WOLFE, CHARLES R.",37,4,15,8,4,5,,,,,,,,1,3.4
2011-12,20122 (Spring 2012),URBDP 598 M,SPECIAL TOPICS,"BITTER, CHRISTOPHER",22,4,8,6,4,,,,,,,,,,3.5
2011-12,20122 (Spring 2012),URBDP 598 T,SPECIAL TOPICS,"ROLFE, GEORGE R",20,2,9,5,1,2,,,,,,,,1,3.4
2011-12,20122 (Spring 2012),VIET 313 A,ADVANCED VIETNAMESE,"NGUYEN, CHI LINH",29,25,3,,,,,,,,,,,1,3.9
2011-12,20123 (Summer 2012),A A 210 A,ENGR STATICS,"GOLINGO, RAYMOND",39,4,14,4,7,2,3,,,1,,,1,3,3.2
2011-12,20123 (Summer 2012),A A 260 A,THERMODYNAMICS,"KNOWLEN, CARL",23,1,6,3,2,4,3,3,,,,,,1,3.0
2011-12,20123 (Summer 2012),AAS 101 A,ASIAN-AM CULTURE,"SO, CONNIE C.",30,2,10,8,3,6,1,,,,,,,,3.2
2011-12,20123 (Summer 2012),AAS 206 A,CONTEMP PROB AS AM,"SO, CONNIE C.",21,4,6,5,1,2,1,1,1,,,,,,3.2
2011-12,20123 (Summer 2012),ACCTG 215 A,ACCTG & FIN REPRTNG,"TURCK, GEOFF K.",62,5,10,11,9,10,2,3,,,1,,1,10,3.0
2011-12,20123 (Summer 2012),ACCTG 225 A,MANAGERIAL ACCTG,"CARNEY, KALEN J.",36,1,11,5,8,7,2,2,,,,,,,3.0
2011-12,20123 (Summer 2012),ACCTG 275 A,ACCTG ESSENTIALS,"MERLE, JOHN V",16,3,3,4,2,1,1,1,,,1,,,,3.0
2011-12,20123 (Summer 2012),ACCTG 301 A,INTERMED ACCTG I,"HASSAN, WHITNEY J.",13,3,5,4,1,,,,,,,,,,3.5
2011-12,20123 (Summer 2012),ACCTG 311 A,COST ACCOUNTING,"DU CHARME, LARRY",23,2,10,4,7,,,,,,,,,,3.4
2011-12,20123 (Summer 2012),ACCTG 320 A,ACCTG INFO SYSTEMS,"PHILLIPS, THOMAS",17,2,4,6,1,4,,,,,,,,,3.3
2011-12,20123 (Summer 2012),ACCTG 321 A,TAX EFF OF BUS DECS,"RESLER, WILLIAM",47,7,16,14,7,,,,,,,,1,2,3.4
2011-12,20123 (Summer 2012),ACCTG 411 A,AUDIT STANDRDS PRIN,"PHILLIPS, THOMAS",31,3,9,11,7,1,,,,,,,,,3.3
2011-12,20123 (Summer 2012),ACCTG 505 A,ANLYS ACCTG PRINCPL,"PHILLIPS, THOMAS",26,2,12,5,6,1,,,,,,,,,3.4
2011-12,20123 (Summer 2012),ACCTG 560 B,TOPICS/PROF ACCTG,"HODGE, FRANK",30,10,4,9,7,,,,,,,,,,3.5
2011-12,20123 (Summer 2012),AIS 335 A,AMER IND & THE LAW,"COTE, CHARLOTTE",14,4,4,3,2,1,,,,,,,,,3.4
2011-12,20123 (Summer 2012),AIS 360 A,INDIANS IN CINEMA,"COLONNESE, TOM G",23,9,5,7,1,1,,,,,,,,,3.6
2011-12,20123 (Summer 2012),AMATH 301 A,BEG SCI COMPUTING,"ZHOU, YING",39,16,7,2,1,3,2,1,2,,2,,1,2,3.2
2011-12,20123 (Summer 2012),AMATH 301 C,BEG SCI COMPUTING,"ZHOU, YING",29,14,3,3,1,1,1,,,,,1,3,2,3.1
2011-12,20123 (Summer 2012),AMATH 351 A,DIFF EQUATIONS,"MAIA, PEDRO",22,6,4,3,1,1,1,1,2,2,,,,1,3.0
2011-12,20123 (Summer 2012),AMATH 352 A,LINR ALG & NUM ANLY,"TROGDON, THOMAS D",23,4,8,5,1,2,2,,,,,,,1,3.4
2011-12,20123 (Summer 2012),AMATH 383 A,INTRODUCT MODELING,"ZHOU, JIANSONG",16,3,3,,2,4,2,1,,,1,,,,2.9
2011-12,20123 (Summer 2012),AMATH 540 B,INTRO CMPFIN/FINECN,"ZIVOT, ERIC",32,18,12,1,1,,,,,,,,,,3.8
2011-12,20123 (Summer 2012),AMATH 551 B,TRADING SYSTEMS,"YOLLIN, GUY",17,3,5,5,2,2,,,,,,,,,3.4
2011-12,20123 (Summer 2012),ANTH 101 A,EXPLORING SOC ANTHR,"CARROLL, JENNIFER J",28,10,10,1,1,2,,1,1,1,,,,1,3.4
2011-12,20123 (Summer 2012),ANTH 203 A,INTRO TO ANTH LING,"JIAN, GE",14,4,5,2,2,1,,,,,,,,,3.5
2011-12,20123 (Summer 2012),ANTH 215 A,MED ANTH/ GLBL HLTH,"HOLLIDAY, AVA",32,18,10,3,1,,,,,,,,,,3.7
2011-12,20123 (Summer 2012),ANTH 305 A,ANTHROP OF THE BODY,"CARRIGAN, COLEEN M",20,15,2,,1,,,,,,,,1,1,3.7
2011-12,20123 (Summer 2012),ANTH 323 A,HUMAN RIGHTS LAW,"PEREZ, MICHAEL V",13,5,4,1,1,1,,1,,,,,,,3.4
2011-12,20123 (Summer 2012),ANTH 360 A,POPULAR CULTURE ANTH,"GILES, DAVID",27,12,13,,,,,,,,,1,,1,3.6
2011-12,20123 (Summer 2012),ANTH 369 A,SPEC PROB IN ANTH,"FIGUEROA GRAY, MARLAINE S",20,13,4,,1,1,,,,,,,1,,3.5
2011-12,20123 (Summer 2012),ANTH 371 A,ANTH OF DEVELOP,"KLEISATH, CHRISTINA M",16,7,5,,,,,,1,1,1,,1,,3.1
2011-12,20123 (Summer 2012),ANTH 469 B,SPEC STUDIES ANTH,"ANAGNOST, ANN S.",14,6,8,,,,,,,,,,,,3.8
2011-12,20123 (Summer 2012),ARAB 424 A,INTENSIVE INTERMED,"AIT HAMD, ADIL",14,2,6,1,1,,2,1,,,,,,1,3.3
2011-12,20123 (Summer 2012),ARCH 151 A,APPREC OF ARCH II,"MERLINO, KATHRYN ROGERS",76,30,13,9,2,5,9,1,1,1,,,1,4,3.3
2011-12,20123 (Summer 2012),ARCH 251 A,NON-WESTERN ARCH,"PRAKASH, VIKRAMADITYA",26,14,4,2,2,3,,,,1,,,,,3.5
2011-12,20123 (Summer 2012),ARCH 410 B,INTRO ARCH PHOTO,"STAMETS, JOHN",14,,6,3,1,1,,2,,,,,,1,3.1
2011-12,20123 (Summer 2012),ARCH 498 D,SPECIAL PROJECTS,"RISKE, CASEY J",14,4,4,2,2,,2,,,,,,,,3.3
2011-12,20123 (Summer 2012),ARCHY 205 A,PRINCIPLES OF ARCHY,"JOHNSON, JACK A",28,9,10,2,,1,1,,,1,,,3,1,3.1
2011-12,20123 (Summer 2012),ART 140 A,BASIC PHOTO,"GRAY, HILARY L.",22,2,10,6,3,,1,,,,,,,,3.4
2011-12,20123 (Summer 2012),ART 140 B,BASIC PHOTO,"SEWELL, STEPHEN P.",22,1,10,11,,,,,,,,,,,3.4
2011-12,20123 (Summer 2012),ART 140 C,BASIC PHOTO,"GARVENS, ELLEN J",21,2,17,1,,,,,1,,,,,,3.6
2011-12,20123 (Summer 2012),ART 140 D,BASIC PHOTO,"GARVENS, ELLEN J",21,2,17,1,,,,,,,,,,1,3.6
2011-12,20123 (Summer 2012),ART 165 A,INTRO INDUST DESIGN,"FEIL, MAGNUS",14,1,10,,1,1,,,,,,,1,,3.3
2011-12,20123 (Summer 2012),ART 190 A,INTRO TO DRAWING,"O'TOOLE, HELEN J.",18,2,11,3,,1,,1,,,,,,,3.5
2011-12,20123 (Summer 2012),ART 190 B,INTRO TO DRAWING,"O'TOOLE, HELEN J.",23,2,15,6,,,,,,,,,,,3.6
2011-12,20123 (Summer 2012),ART 190 C,INTRO TO DRAWING,"LIN, ZHI",22,8,12,,,1,,,,,,,,1,3.6
2011-12,20123 (Summer 2012),ART 190 D,INTRO TO DRAWING,"LIN, ZHI",20,4,12,1,,,,,,1,,,,2,3.5
2011-12,20123 (Summer 2012),ART 190 F,INTRO TO DRAWING,"BERNDT, CAITLIN A.",19,7,6,1,1,1,,,,,,,,3,3.6
2011-12,20123 (Summer 2012),ART 201 A,CERAMIC HANDBUILDNG,"TIHANYI, TIMEA",16,6,7,1,1,1,,,,,,,,,3.6
2011-12,20123 (Summer 2012),ART 202 B,CERAM WHEEL THROWING,"WALKER, JAMIE S",18,2,12,2,,1,,,,,,,1,,3.3
2011-12,20123 (Summer 2012),ART 202 C,CERAM WHEEL THROWING,"JECK, DOUGLAS A.",15,13,2,,,,,,,,,,,,3.9
2011-12,20123 (Summer 2012),ART 207 A,DESIGN DRAWING,"FEIL, MAGNUS",22,2,16,3,,1,,,,,,,,,3.5
2011-12,20123 (Summer 2012),ART 280 A,MEDIA/TIME/TECH ART,"BODLE, CARRIE",14,5,7,1,1,,,,,,,,,,3.7
2011-12,20123 (Summer 2012),ART 350 A,PRINTMKG SPEC PROJ,"COWIE, CLAIRE M.",13,7,5,1,,,,,,,,,,,3.8
2011-12,20123 (Summer 2012),ART 351 A,FURNITURE DESIGN,"NICHOLLS, JIM",19,1,13,4,1,,,,,,,,,,3.5
2011-12,20123 (Summer 2012),ART H 203 A,SURV WEST ART-MOD,"RICE, KOLYA M.",28,5,12,3,2,4,1,,,,,,1,,3.3
2011-12,20123 (Summer 2012),ART H 309 A,TOPICS IN ART HIST,"WALKER, SUZANNE",13,3,4,3,1,1,,1,,,,,,,3.4
2011-12,20123 (Summer 2012),ART H 381 A,ART SINCE WW II,"RICE, KOLYA M.",30,3,13,5,5,2,,1,1,,,,,,3.3
2011-12,20123 (Summer 2012),ASTR 101 B,ASTRONOMY,"LARSON, ANA M.",27,8,3,2,2,5,,1,,,2,2,2,,2.7
2011-12,20123 (Summer 2012),ASTR 150 A,THE PLANETS,"SMITH, TOBY R.",35,8,13,6,3,1,,1,1,,,,,2,3.4
2011-12,20123 (Summer 2012),ATM S 111 A,GLOBAL WARMING,"MCCUSKER, KELLY E.",16,2,3,4,1,2,2,,,,,,1,1,2.9
2011-12,20123 (Summer 2012),B A 500 A,BUSINESS ADMIN I,"TURNER, DAN",16,1,12,3,,,,,,,,,,,3.5
2011-12,20123 (Summer 2012),B CMU 301 A,BASC WRITTN BUS CMU,"WHELAN, JOHN (JACK)",33,3,8,14,5,1,,,,,,,,2,3.3
2011-12,20123 (Summer 2012),B ECON 300 A,MANAGERIAL ECON,"LEE, DONG WON",45,4,13,5,9,7,1,,3,1,,,,2,3.1
2011-12,20123 (Summer 2012),BIO A 101 A,HUMAN BIO DIVERSITY,"LYLE, HENRY F.",24,4,4,5,1,2,3,2,,1,,,2,,2.8
2011-12,20123 (Summer 2012),BIOL 118 A,SURVEY OF PHYSIOL,"BILGEN, TOLGA",87,8,12,5,11,16,12,3,6,2,2,,5,5,2.6
2011-12,20123 (Summer 2012),BIOL 119 B,ELEM PHYSIOL LAB,"DOOLEY, FREDERICK DANIEL",16,1,5,7,2,1,,,,,,,,,3.3
2011-12,20123 (Summer 2012),BIOL 119 C,ELEM PHYSIOL LAB,"DOOLEY, FREDERICK DANIEL",14,1,9,4,,,,,,,,,,,3.6
2011-12,20123 (Summer 2012),BIOL 180 A,INTRO BIOLOGY,"HORWITH, MICAH J.",165,12,14,19,18,30,27,9,16,5,2,,3,10,2.6
2011-12,20123 (Summer 2012),BIOL 200 A,INTRO BIOL,"WIGGINS, BEN",96,9,14,22,14,14,8,4,4,1,3,,,3,2.9
2011-12,20123 (Summer 2012),BIOL 200 B,INTRO BIOL,"WIGGINS, BEN",98,8,13,19,12,17,13,6,2,,3,,1,4,2.8
2011-12,20123 (Summer 2012),BIOL 220 A,INTRO BIOL,"ZEMAN, LESLIE B.",171,8,19,22,27,35,22,11,16,3,1,2,1,4,2.7
2011-12,20123 (Summer 2012),BIOL 240 A,THE URBAN FARM,"WHEAT, ELIZABETH E",28,13,11,1,1,,,,,,,,,2,3.7
2011-12,20123 (Summer 2012),BIOL 250 A,MARINE BIOLOGY,"NUWER, MIKELLE",13,3,5,2,,2,,,1,,,,,,3.3
2011-12,20123 (Summer 2012),BIOL 317 A,PLANT CLASS & IDENT,"MILLER, RYAN J.",38,3,4,4,5,7,3,,3,3,2,1,1,2,2.5
2011-12,20123 (Summer 2012),BIOL 350 A,FOUNDTNS PHYSIOLOGY,"BILGEN, TOLGA",62,5,26,25,4,2,,,,,,,,,3.4
2011-12,20123 (Summer 2012),BIOL 355 A,FNDATION MOL CEL BIO,"BUCHWITZ, BRIAN J.",52,9,12,11,7,10,,1,,,,,1,1,3.2
2011-12,20123 (Summer 2012),BIOL 432 A,MARINE INVERT ZOOL,"SIGWART, JULIA DOROTHY",19,3,12,3,1,,,,,,,,,,3.6
2011-12,20123 (Summer 2012),BIOL 434 A,INVERTEBRATE ZOOL,"SCHIVELL, AMANDA",40,3,8,8,4,8,3,2,1,2,,,1,,2.8
2011-12,20123 (Summer 2012),BIOL 442 A,MUSH & RELATD FUNGI,"AMMIRATI, JOSEPH F",48,26,13,3,1,,,,,,,,,5,3.8
2011-12,20123 (Summer 2012),BIOL 452 A,VERTEBRATE BIOLOGY,"PETERSEN, KAREN E",32,1,3,8,11,1,,2,1,,,,2,3,2.8
2011-12,20123 (Summer 2012),BIOL 459 A,DEVLPMNTL NEUROBIOL,"BOSMA, MARTHA",26,7,6,5,5,2,1,,,,,,,,3.4
2011-12,20123 (Summer 2012),BIOL 533 A,ADV ORG BIOL,"SUMMERS, ADAM P.",46,27,15,4,,,,,,,,,,,3.8
2011-12,20123 (Summer 2012),BIOL 533 B,ADV ORG BIOL,"HARVELL, CATHERINE",33,24,7,2,,,,,,,,,,,3.8
2011-12,20123 (Summer 2012),BSE 190 A,SPECIAL TOPICS,"BURA, RENATA",19,5,6,5,1,,,,,,,,,2,3.6
2011-12,20123 (Summer 2012),BSE 190 B,SPECIAL TOPICS,"HODGSON, KEVIN",28,8,4,5,,4,,3,2,,,,,2,3.1
